customer_id,customer_unique_id,customer_city,customer_state,zip_code
CUST100079,U94939,Kaduna,Kaduna,300003
CUST100080,U19358,Port Harcourt,Rivers,300003
CUST100081,U89840,Port Harcourt,Rivers,300003
CUST100082,U93227,Lagos,Lagos,300003
CUST100083,U32431,Kano,Kano,unknown
CUST100084,U80010,Enugu,Enugu,100001
CUST100085,U42087,Unknown,Unknown,300003
CUST100086,U31417,Enugu,Enugu,200002
CUST100087,U70589,Unknown,Unknown,400004
CUST100088,U59735,Kaduna,Kaduna,300003
CUST100089,U45382,Abuja,FCT,300003
CUST100090,U93886,Lagos,Lagos,100001
CUST100091,U83000,Enugu,Enugu,300003
CUST100092,U38785,Enugu,Enugu,unknown
CUST100093,U99733,Kaduna,Kaduna,200002
CUST100094,U52504,Kano,Kano,200002
CUST100095,U17331,Port Harcourt,Rivers,300003
CUST100096,U40021,Kaduna,Kaduna,100001
CUST100097,U14207,Benin,Edo,300003
CUST100098,U51347,Port Harcourt,Rivers,400004
CUST100099,U62581,Lagos,Lagos,200002
CUST100100,U45093,Port Harcourt,Rivers,400004
CUST100101,U18675,Kano,Kano,unknown
CUST100102,U37653,Port Harcourt,Rivers,200002
CUST100103,U84341,Lagos,Lagos,200002
CUST100104,U51245,Kano,Kano,unknown
CUST100105,U37869,Enugu,Enugu,400004
CUST100106,U95909,Enugu,Enugu,300003
CUST100107,U75435,Unknown,Unknown,100001
CUST100108,U61856,Port Harcourt,Rivers,400004
CUST100109,U94259,Enugu,Enugu,unknown
CUST100110,U70142,Lagos,Lagos,unknown
CUST100111,U28726,Ibadan,Oyo,unknown
CUST100112,U44718,Ibadan,Oyo,200002
CUST100113,U28301,Kano,Kano,300003
CUST100114,U42325,Enugu,Enugu,200002
CUST100115,U83579,Enugu,Enugu,200002
CUST100116,U80644,Ibadan,Oyo,200002
CUST100117,U44438,Enugu,Enugu,unknown
CUST100118,U86622,Port Harcourt,Rivers,400004
CUST100119,U66155,Benin,Edo,100001
CUST100120,U86484,Abuja,FCT,100001
CUST100121,U62350,Unknown,Unknown,300003
CUST100122,U57447,Kano,Kano,300003
CUST100123,U38746,Benin,Edo,unknown
CUST100124,U28131,Ibadan,Oyo,100001
CUST100125,U76784,Enugu,Enugu,400004
CUST100126,U74686,Unknown,Unknown,unknown
CUST100127,U21915,Enugu,Enugu,300003
CUST100128,U16175,Lagos,Lagos,unknown
CUST100129,U24371,Lagos,Lagos,300003
CUST100130,U30033,Unknown,Unknown,100001
CUST100131,U92240,Unknown,Unknown,unknown
CUST100132,U30969,Ibadan,Oyo,200002
CUST100133,U99192,Unknown,Unknown,300003
CUST100134,U65333,Port Harcourt,Rivers,200002
CUST100135,U88172,Enugu,Enugu,300003
CUST100136,U18326,Benin,Edo,200002
CUST100137,U60432,Kaduna,Kaduna,100001
CUST100138,U60019,Unknown,Unknown,100001
CUST100139,U88104,Kano,Kano,400004
CUST100140,U71348,Lagos,Lagos,400004
CUST100141,U79352,Port Harcourt,Rivers,400004
CUST100142,U42953,Kaduna,Kaduna,unknown
CUST100143,U82512,Benin,Edo,300003
CUST100144,U11504,Kaduna,Kaduna,unknown
CUST100145,U99166,Unknown,Unknown,400004
CUST100146,U25014,Ibadan,Oyo,300003
CUST100147,U99353,Lagos,Lagos,unknown
CUST100148,U80381,Lagos,Lagos,100001
CUST100149,U44973,Ibadan,Oyo,300003
CUST100150,U94012,Enugu,Enugu,400004
CUST100151,U54587,Abuja,FCT,100001
CUST100152,U24621,Port Harcourt,Rivers,300003
CUST100153,U48469,Lagos,Lagos,unknown
CUST100154,U66985,Kano,Kano,400004
CUST100155,U30730,Lagos,Lagos,unknown
CUST100156,U69470,Kaduna,Kaduna,100001
CUST100157,U10425,Lagos,Lagos,100001
CUST100158,U44522,Lagos,Lagos,100001
CUST100159,U75612,Abuja,FCT,300003
CUST100160,U33416,Abuja,FCT,400004
CUST100161,U76542,Benin,Edo,100001
CUST100162,U23947,Enugu,Enugu,unknown
CUST100163,U91959,Kano,Kano,400004
CUST100164,U49117,Lagos,Lagos,unknown
CUST100165,U93748,Lagos,Lagos,unknown
CUST100166,U76540,Port Harcourt,Rivers,100001
CUST100167,U89818,Abuja,FCT,400004
CUST100168,U36071,Kano,Kano,200002
CUST100169,U30032,Benin,Edo,300003
CUST100170,U59009,Enugu,Enugu,200002
CUST100171,U31174,Ibadan,Oyo,300003
CUST100172,U80697,Enugu,Enugu,400004
CUST100173,U79514,Kaduna,Kaduna,100001
CUST100174,U10074,Lagos,Lagos,400004
CUST100175,U88504,Benin,Edo,200002
CUST100176,U52487,Kaduna,Kaduna,unknown
CUST100177,U74042,Kano,Kano,300003
CUST100178,U12552,Ibadan,Oyo,300003
CUST100179,U24662,Abuja,FCT,200002
CUST100180,U57576,Benin,Edo,100001
CUST100181,U50306,Benin,Edo,400004
CUST100182,U41385,Lagos,Lagos,200002
CUST100183,U17592,Unknown,Unknown,400004
CUST100184,U41571,Benin,Edo,100001
CUST100185,U84364,Port Harcourt,Rivers,unknown
CUST100186,U20322,Ibadan,Oyo,400004
CUST100187,U21226,Ibadan,Oyo,100001
CUST100188,U73699,Port Harcourt,Rivers,200002
CUST100189,U19071,Port Harcourt,Rivers,unknown
CUST100190,U79822,Port Harcourt,Rivers,unknown
CUST100191,U26483,Ibadan,Oyo,unknown
CUST100192,U26828,Enugu,Enugu,300003
CUST100193,U96474,Ibadan,Oyo,100001
CUST100194,U72296,Unknown,Unknown,400004
CUST100195,U82063,Lagos,Lagos,200002
CUST100196,U31643,Kaduna,Kaduna,unknown
CUST100197,U44741,Enugu,Enugu,unknown
CUST100198,U79163,Abuja,FCT,unknown
CUST100199,U89507,Kaduna,Kaduna,100001
CUST100200,U65461,Lagos,Lagos,200002
CUST100201,U37760,Unknown,Unknown,100001
CUST100202,U80686,Unknown,Unknown,200002
CUST100203,U36365,Abuja,FCT,400004
CUST100204,U50857,Enugu,Enugu,300003
CUST100205,U62296,Port Harcourt,Rivers,200002
CUST100206,U98039,Enugu,Enugu,100001
CUST100207,U95180,Unknown,Unknown,100001
CUST100208,U58944,Ibadan,Oyo,100001
CUST100209,U67422,Lagos,Lagos,300003
CUST100210,U77839,Abuja,FCT,200002
CUST100211,U69177,Lagos,Lagos,200002
CUST100212,U25860,Kano,Kano,200002
CUST100213,U42493,Kano,Kano,200002
CUST100214,U39451,Enugu,Enugu,unknown
CUST100215,U18392,Unknown,Unknown,unknown
CUST100216,U54313,Unknown,Unknown,100001
CUST100217,U12757,Port Harcourt,Rivers,unknown
CUST100218,U87110,Port Harcourt,Rivers,200002
CUST100219,U82603,Port Harcourt,Rivers,200002
CUST100220,U40161,Ibadan,Oyo,unknown
CUST100221,U87128,Kaduna,Kaduna,400004
CUST100222,U38864,Benin,Edo,100001
CUST100223,U10942,Kaduna,Kaduna,300003
CUST100224,U19305,Lagos,Lagos,100001
CUST100225,U92719,Kaduna,Kaduna,100001
CUST100226,U17716,Ibadan,Oyo,100001
CUST100227,U40007,Lagos,Lagos,unknown
CUST100228,U18834,Kaduna,Kaduna,100001
CUST100229,U14117,Ibadan,Oyo,200002
CUST100230,U53309,Benin,Edo,100001
CUST100231,U19287,Kaduna,Kaduna,200002
CUST100232,U77391,Ibadan,Oyo,unknown
CUST100233,U41195,Port Harcourt,Rivers,unknown
CUST100234,U46500,Unknown,Unknown,100001
CUST100235,U97684,Port Harcourt,Rivers,200002
CUST100236,U73624,Unknown,Unknown,200002
CUST100237,U38080,Abuja,FCT,200002
CUST100238,U80678,Abuja,FCT,200002
CUST100239,U27342,Abuja,FCT,300003
CUST100240,U84847,Benin,Edo,unknown
CUST100241,U85525,Port Harcourt,Rivers,200002
CUST100242,U71953,Unknown,Unknown,300003
CUST100243,U41850,Ibadan,Oyo,300003
CUST100244,U71993,Lagos,Lagos,unknown
CUST100245,U63354,Ibadan,Oyo,400004
CUST100246,U34957,Lagos,Lagos,100001
CUST100247,U22363,Kano,Kano,unknown
CUST100248,U22704,Ibadan,Oyo,400004
CUST100249,U96374,Kaduna,Kaduna,100001
CUST100250,U66498,Kaduna,Kaduna,100001
CUST100251,U56438,Enugu,Enugu,100001
CUST100252,U65519,Port Harcourt,Rivers,300003
CUST100253,U63883,Lagos,Lagos,200002
CUST100254,U71213,Lagos,Lagos,100001
CUST100255,U17100,Port Harcourt,Rivers,200002
CUST100256,U98259,Benin,Edo,100001
CUST100257,U95649,Enugu,Enugu,300003
CUST100258,U94696,Benin,Edo,100001
CUST100259,U22899,Benin,Edo,unknown
CUST100260,U17944,Benin,Edo,400004
CUST100261,U62772,Port Harcourt,Rivers,100001
CUST100262,U54473,Benin,Edo,400004
CUST100263,U24322,Kaduna,Kaduna,400004
CUST100264,U42591,Abuja,FCT,300003
CUST100265,U35112,Kano,Kano,400004
CUST100266,U34931,Lagos,Lagos,300003
CUST100267,U80292,Lagos,Lagos,100001
CUST100268,U68800,Kano,Kano,200002
CUST100269,U28373,Port Harcourt,Rivers,300003
CUST100270,U65296,Ibadan,Oyo,400004
CUST100271,U34050,Port Harcourt,Rivers,400004
CUST100272,U46509,Lagos,Lagos,100001
CUST100273,U70637,Lagos,Lagos,300003
CUST100274,U42742,Kano,Kano,100001
CUST100275,U19880,Benin,Edo,300003
CUST100276,U68082,Port Harcourt,Rivers,200002
CUST100277,U82132,Unknown,Unknown,unknown
CUST100278,U22833,Kano,Kano,100001
CUST100279,U16630,Kaduna,Kaduna,400004
CUST100280,U95477,Lagos,Lagos,100001
CUST100281,U80855,Kano,Kano,300003
CUST100282,U11934,Port Harcourt,Rivers,100001
CUST100283,U22224,Lagos,Lagos,200002
CUST100284,U40982,Ibadan,Oyo,300003
CUST100285,U31798,Kano,Kano,400004
CUST100286,U63269,Enugu,Enugu,400004
CUST100287,U73653,Lagos,Lagos,300003
CUST100288,U73092,Port Harcourt,Rivers,200002
CUST100289,U38016,Abuja,FCT,100001
CUST100290,U62565,Unknown,Unknown,unknown
CUST100291,U17685,Benin,Edo,400004
CUST100292,U31579,Port Harcourt,Rivers,200002
CUST100293,U59672,Kaduna,Kaduna,200002
CUST100294,U10282,Kaduna,Kaduna,200002
CUST100295,U61173,Abuja,FCT,100001
CUST100296,U44760,Benin,Edo,200002
CUST100297,U69638,Enugu,Enugu,200002
CUST100298,U47388,Abuja,FCT,300003
CUST100299,U65444,Abuja,FCT,300003
CUST100300,U82845,Lagos,Lagos,200002
CUST100301,U96752,Kaduna,Kaduna,200002
CUST100302,U73788,Lagos,Lagos,300003
CUST100303,U30289,Unknown,Unknown,100001
CUST100304,U34890,Benin,Edo,300003
CUST100305,U48890,Enugu,Enugu,300003
CUST100306,U38534,Enugu,Enugu,300003
CUST100307,U17665,Port Harcourt,Rivers,300003
CUST100308,U85914,Abuja,FCT,unknown
CUST100309,U81066,Unknown,Unknown,400004
CUST100310,U17989,Kaduna,Kaduna,100001
CUST100311,U51104,Enugu,Enugu,100001
CUST100312,U17492,Unknown,Unknown,200002
CUST100313,U16572,Ibadan,Oyo,unknown
CUST100314,U86569,Ibadan,Oyo,200002
CUST100315,U72493,Lagos,Lagos,100001
CUST100316,U75909,Kaduna,Kaduna,100001
CUST100317,U79615,Port Harcourt,Rivers,200002
CUST100318,U30635,Enugu,Enugu,400004
CUST100319,U17455,Abuja,FCT,200002
CUST100320,U76562,Abuja,FCT,400004
CUST100321,U20500,Enugu,Enugu,400004
CUST100322,U34356,Benin,Edo,300003
CUST100323,U18981,Port Harcourt,Rivers,100001
CUST100324,U87992,Unknown,Unknown,300003
CUST100325,U18907,Benin,Edo,100001
CUST100326,U98501,Benin,Edo,300003
CUST100327,U40828,Lagos,Lagos,400004
CUST100328,U62923,Ibadan,Oyo,300003
CUST100329,U25713,Benin,Edo,unknown
CUST100330,U84668,Benin,Edo,300003
CUST100331,U42271,Kano,Kano,300003
CUST100332,U85880,Lagos,Lagos,300003
CUST100333,U87924,Kaduna,Kaduna,unknown
CUST100334,U15209,Kano,Kano,100001
CUST100335,U91183,Kano,Kano,300003
CUST100336,U20745,Enugu,Enugu,100001
CUST100337,U64948,Ibadan,Oyo,200002
CUST100338,U96163,Benin,Edo,400004
CUST100339,U86503,Ibadan,Oyo,200002
CUST100340,U84085,Port Harcourt,Rivers,unknown
CUST100341,U78522,Enugu,Enugu,unknown
CUST100342,U51467,Kaduna,Kaduna,100001
CUST100343,U44179,Ibadan,Oyo,100001
CUST100344,U36772,Abuja,FCT,300003
CUST100345,U97782,Port Harcourt,Rivers,200002
CUST100346,U51180,Lagos,Lagos,100001
CUST100347,U41285,Kaduna,Kaduna,100001
CUST100348,U44814,Port Harcourt,Rivers,100001
CUST100349,U61876,Enugu,Enugu,400004
CUST100350,U27154,Kano,Kano,100001
CUST100351,U98039,Kano,Kano,400004
CUST100352,U94607,Enugu,Enugu,unknown
CUST100353,U49321,Unknown,Unknown,300003
CUST100354,U69929,Kano,Kano,200002
CUST100355,U51441,Lagos,Lagos,100001
CUST100356,U19508,Lagos,Lagos,400004
CUST100357,U11220,Abuja,FCT,100001
CUST100358,U70068,Benin,Edo,100001
CUST100359,U91416,Unknown,Unknown,400004
CUST100360,U83792,Kaduna,Kaduna,100001
CUST100361,U23104,Kano,Kano,200002
CUST100362,U19602,Lagos,Lagos,unknown
CUST100363,U80468,Enugu,Enugu,300003
CUST100364,U37938,Kano,Kano,100001
CUST100365,U76307,Benin,Edo,400004
CUST100366,U44760,Enugu,Enugu,200002
CUST100367,U27361,Port Harcourt,Rivers,100001
CUST100368,U55745,Port Harcourt,Rivers,unknown
CUST100369,U19016,Kano,Kano,unknown
CUST100370,U42018,Benin,Edo,400004
CUST100371,U58434,Unknown,Unknown,100001
CUST100372,U47353,Kano,Kano,100001
CUST100373,U30676,Lagos,Lagos,100001
CUST100374,U67433,Ibadan,Oyo,unknown
CUST100375,U81200,Kano,Kano,100001
CUST100376,U49651,Kano,Kano,100001
CUST100377,U90173,Enugu,Enugu,100001
CUST100378,U95717,Ibadan,Oyo,100001
CUST100379,U79329,Lagos,Lagos,400004
CUST100380,U11025,Kano,Kano,unknown
CUST100381,U97538,Enugu,Enugu,300003
CUST100382,U82692,Benin,Edo,400004
CUST100383,U49240,Kano,Kano,100001
CUST100384,U96951,Ibadan,Oyo,300003
CUST100385,U23577,Abuja,FCT,200002
CUST100386,U27601,Ibadan,Oyo,300003
CUST100387,U44664,Port Harcourt,Rivers,400004
CUST100388,U25129,Lagos,Lagos,unknown
CUST100389,U24029,Kaduna,Kaduna,400004
CUST100390,U82512,Kano,Kano,unknown
CUST100391,U30374,Ibadan,Oyo,unknown
CUST100392,U45697,Kaduna,Kaduna,unknown
CUST100393,U46930,Enugu,Enugu,200002
CUST100394,U89276,Abuja,FCT,300003
CUST100395,U37607,Lagos,Lagos,400004
CUST100396,U54942,Ibadan,Oyo,400004
CUST100397,U36685,Kaduna,Kaduna,unknown
CUST100398,U93130,Abuja,FCT,200002
CUST100399,U44600,Port Harcourt,Rivers,200002
CUST100400,U76244,Lagos,Lagos,100001
CUST100401,U74032,Lagos,Lagos,200002
CUST100402,U42914,Port Harcourt,Rivers,unknown
CUST100403,U16658,Kano,Kano,unknown
CUST100404,U22097,Port Harcourt,Rivers,300003
CUST100405,U93136,Lagos,Lagos,unknown
CUST100406,U65518,Lagos,Lagos,300003
CUST100407,U46265,Kaduna,Kaduna,200002
CUST100408,U15778,Abuja,FCT,100001
CUST100409,U10464,Port Harcourt,Rivers,400004
CUST100410,U53719,Abuja,FCT,unknown
CUST100411,U27146,Port Harcourt,Rivers,200002
CUST100412,U93507,Enugu,Enugu,unknown
CUST100413,U44335,Lagos,Lagos,300003
CUST100414,U31178,Kaduna,Kaduna,200002
CUST100415,U67912,Abuja,FCT,400004
CUST100416,U82309,Port Harcourt,Rivers,300003
CUST100417,U66057,Unknown,Unknown,200002
CUST100418,U83519,Enugu,Enugu,400004
CUST100419,U11267,Ibadan,Oyo,300003
CUST100420,U24663,Kano,Kano,400004
CUST100421,U19862,Abuja,FCT,200002
CUST100422,U29536,Kaduna,Kaduna,300003
CUST100423,U81511,Ibadan,Oyo,100001
CUST100424,U14722,Unknown,Unknown,unknown
CUST100425,U58393,Kano,Kano,100001
CUST100426,U86350,Unknown,Unknown,400004
CUST100427,U82420,Ibadan,Oyo,200002
CUST100428,U29410,Kano,Kano,unknown
CUST100429,U66333,Unknown,Unknown,200002
CUST100430,U26704,Kaduna,Kaduna,400004
CUST100431,U15482,Port Harcourt,Rivers,200002
CUST100432,U50404,Lagos,Lagos,300003
CUST100433,U57795,Port Harcourt,Rivers,300003
CUST100434,U15229,Ibadan,Oyo,400004
CUST100435,U56898,Abuja,FCT,200002
CUST100436,U37535,Lagos,Lagos,400004
CUST100437,U99399,Enugu,Enugu,unknown
CUST100438,U42706,Kaduna,Kaduna,200002
CUST100439,U97416,Enugu,Enugu,300003
CUST100440,U23473,Kano,Kano,100001
CUST100441,U56357,Lagos,Lagos,300003
CUST100442,U83385,Enugu,Enugu,200002
CUST100443,U63264,Enugu,Enugu,200002
CUST100444,U91351,Unknown,Unknown,200002
CUST100445,U30257,Port Harcourt,Rivers,200002
CUST100446,U41029,Unknown,Unknown,unknown
CUST100447,U31299,Lagos,Lagos,100001
CUST100448,U33206,Lagos,Lagos,300003
CUST100449,U64040,Ibadan,Oyo,unknown
CUST100450,U13248,Unknown,Unknown,400004
CUST100451,U33509,Benin,Edo,200002
CUST100452,U53540,Port Harcourt,Rivers,300003
CUST100453,U63964,Lagos,Lagos,400004
CUST100454,U97806,Ibadan,Oyo,100001
CUST100455,U42527,Unknown,Unknown,300003
CUST100456,U44970,Port Harcourt,Rivers,unknown
CUST100457,U30866,Unknown,Unknown,400004
CUST100458,U24168,Enugu,Enugu,300003
CUST100459,U60140,Ibadan,Oyo,unknown
CUST100460,U15075,Port Harcourt,Rivers,200002
CUST100461,U71694,Kano,Kano,300003
CUST100462,U39154,Kano,Kano,200002
CUST100463,U36158,Port Harcourt,Rivers,400004
CUST100464,U70332,Unknown,Unknown,400004
CUST100465,U55830,Ibadan,Oyo,400004
CUST100466,U50001,Kano,Kano,200002
CUST100467,U39831,Ibadan,Oyo,200002
CUST100468,U39219,Kano,Kano,unknown
CUST100469,U13101,Enugu,Enugu,300003
CUST100470,U96511,Unknown,Unknown,unknown
CUST100471,U35313,Enugu,Enugu,200002
CUST100472,U62227,Kano,Kano,300003
CUST100473,U53025,Enugu,Enugu,400004
CUST100474,U46517,Kano,Kano,unknown
CUST100475,U19099,Port Harcourt,Rivers,unknown
CUST100476,U46585,Enugu,Enugu,unknown
CUST100477,U56025,Abuja,FCT,200002
CUST100478,U94080,Unknown,Unknown,300003
CUST100479,U76768,Lagos,Lagos,400004
CUST100480,U62386,Benin,Edo,200002
CUST100481,U99065,Enugu,Enugu,400004
CUST100482,U80282,Kaduna,Kaduna,100001
CUST100483,U53404,Unknown,Unknown,100001
CUST100484,U13617,Abuja,FCT,400004
CUST100485,U25118,Abuja,FCT,100001
CUST100486,U44237,Kano,Kano,300003
CUST100487,U33405,Kano,Kano,300003
CUST100488,U86099,Benin,Edo,200002
CUST100489,U44795,Port Harcourt,Rivers,400004
CUST100490,U15014,Kaduna,Kaduna,200002
CUST100491,U24208,Lagos,Lagos,300003
CUST100492,U88193,Benin,Edo,300003
CUST100493,U66959,Ibadan,Oyo,300003
CUST100494,U55309,Lagos,Lagos,unknown
CUST100495,U51114,Enugu,Enugu,100001
CUST100496,U67199,Unknown,Unknown,200002
CUST100497,U89457,Ibadan,Oyo,200002
CUST100498,U77033,Ibadan,Oyo,300003
CUST100499,U25157,Benin,Edo,unknown
CUST100500,U60488,Port Harcourt,Rivers,200002
CUST100501,U85574,Benin,Edo,200002
CUST100502,U34914,Enugu,Enugu,unknown
CUST100503,U43386,Port Harcourt,Rivers,300003
CUST100504,U15817,Enugu,Enugu,unknown
CUST100505,U67154,Port Harcourt,Rivers,100001
CUST100506,U10221,Abuja,FCT,200002
CUST100507,U78146,Ibadan,Oyo,100001
CUST100508,U80575,Kaduna,Kaduna,200002
CUST100509,U97900,Unknown,Unknown,100001
CUST100510,U35825,Enugu,Enugu,200002
CUST100511,U57739,Lagos,Lagos,300003
CUST100512,U66531,Port Harcourt,Rivers,400004
CUST100513,U19171,Unknown,Unknown,unknown
CUST100514,U97062,Lagos,Lagos,200002
CUST100515,U53279,Unknown,Unknown,unknown
CUST100516,U91678,Kaduna,Kaduna,200002
CUST100517,U51145,Lagos,Lagos,400004
CUST100518,U96951,Benin,Edo,300003
CUST100519,U26334,Kano,Kano,300003
CUST100520,U49363,Benin,Edo,unknown
CUST100521,U76469,Kano,Kano,400004
CUST100522,U50538,Benin,Edo,unknown
CUST100523,U97410,Kano,Kano,300003
CUST100524,U63528,Kano,Kano,100001
CUST100525,U52753,Ibadan,Oyo,unknown
CUST100526,U62743,Port Harcourt,Rivers,200002
CUST100527,U48752,Port Harcourt,Rivers,300003
CUST100528,U82667,Ibadan,Oyo,200002
CUST100529,U26683,Unknown,Unknown,400004
CUST100530,U35144,Abuja,FCT,300003
CUST100531,U65108,Unknown,Unknown,300003
CUST100532,U97153,Lagos,Lagos,unknown
CUST100533,U59695,Lagos,Lagos,unknown
CUST100534,U98777,Kano,Kano,200002
CUST100535,U32810,Benin,Edo,unknown
CUST100536,U90676,Benin,Edo,100001
CUST100537,U84593,Port Harcourt,Rivers,300003
CUST100538,U49446,Enugu,Enugu,400004
CUST100539,U63225,Unknown,Unknown,300003
CUST100540,U81819,Kaduna,Kaduna,200002
CUST100541,U10053,Benin,Edo,unknown
CUST100542,U49829,Kaduna,Kaduna,300003
CUST100543,U47606,Kano,Kano,unknown
CUST100544,U37549,Kaduna,Kaduna,200002
CUST100545,U66346,Ibadan,Oyo,unknown
CUST100546,U86019,Kaduna,Kaduna,400004
CUST100547,U89516,Abuja,FCT,200002
CUST100548,U95813,Kano,Kano,300003
CUST100549,U52237,Unknown,Unknown,300003
CUST100550,U70946,Ibadan,Oyo,400004
CUST100551,U67905,Benin,Edo,100001
CUST100552,U67954,Lagos,Lagos,unknown
CUST100553,U98555,Unknown,Unknown,300003
CUST100554,U38010,Lagos,Lagos,400004
CUST100555,U77000,Kano,Kano,unknown
CUST100556,U72021,Ibadan,Oyo,200002
CUST100557,U32241,Port Harcourt,Rivers,400004
CUST100558,U96356,Benin,Edo,200002
CUST100559,U21114,Abuja,FCT,200002
CUST100560,U47196,Port Harcourt,Rivers,200002
CUST100561,U77561,Kano,Kano,unknown
CUST100562,U97012,Unknown,Unknown,100001
CUST100563,U92960,Abuja,FCT,200002
CUST100564,U91167,Kaduna,Kaduna,300003
CUST100565,U53933,Abuja,FCT,unknown
CUST100566,U22240,Kano,Kano,unknown
CUST100567,U40784,Enugu,Enugu,200002
CUST100568,U98184,Kaduna,Kaduna,300003
CUST100569,U50687,Lagos,Lagos,400004
CUST100570,U39444,Benin,Edo,unknown
CUST100571,U36100,Lagos,Lagos,200002
CUST100572,U29313,Abuja,FCT,200002
CUST100573,U13201,Lagos,Lagos,100001
CUST100574,U16057,Kano,Kano,100001
CUST100575,U42092,Unknown,Unknown,400004
CUST100576,U72277,Benin,Edo,400004
CUST100577,U90120,Lagos,Lagos,400004
CUST100578,U19545,Lagos,Lagos,400004
CUST100579,U69692,Abuja,FCT,200002
CUST100580,U64321,Unknown,Unknown,200002
CUST100581,U92544,Port Harcourt,Rivers,200002
CUST100582,U85454,Lagos,Lagos,300003
CUST100583,U35485,Kano,Kano,400004
CUST100584,U60328,Enugu,Enugu,300003
CUST100585,U74799,Benin,Edo,unknown
CUST100586,U62383,Lagos,Lagos,unknown
CUST100587,U41979,Kano,Kano,200002
CUST100588,U29342,Kano,Kano,unknown
CUST100589,U95990,Benin,Edo,200002
CUST100590,U10726,Port Harcourt,Rivers,400004
CUST100591,U23970,Kano,Kano,300003
CUST100592,U65724,Enugu,Enugu,200002
CUST100593,U38683,Kano,Kano,100001
CUST100594,U33053,Kano,Kano,100001
CUST100595,U77889,Kano,Kano,400004
CUST100596,U70889,Port Harcourt,Rivers,300003
