order_id,order_item_id,product_id,seller_id,price,freight_value,total_order_value
ORD206633,1,PROD11490,SELL2946,,20,20
ORD205778,2,PROD11142,SELL5339,20,5,25
ORD205434,3,PROD11209,SELL6312,10,10,20
ORD205436,2,PROD11086,SELL4121,50,5,55
ORD240991,4,PROD11618,SELL6569,75,5,80
ORD217964,1,PROD10352,SELL4159,10,0,10
ORD202466,2,PROD10014,SELL6506,75,5,80
ORD219893,1,PROD10801,SELL9952,120,10,130
ORD217385,4,PROD11955,SELL6907,10,5,15
ORD244161,4,PROD11105,SELL5423,,10,10
ORD237600,2,PROD10463,SELL4967,,5,5
ORD243977,4,PROD10309,SELL7735,35,10,45
ORD242796,2,PROD10142,SELL5782,10,10,20
ORD241632,1,PROD11219,SELL1951,,15,15
ORD248865,3,PROD11627,SELL4240,,10,10
ORD240553,2,PROD10403,SELL6721,50,20,70
ORD226531,1,PROD11467,SELL3110,120,10,130
ORD223517,2,PROD11390,SELL4426,10,10,20
ORD215334,4,PROD10452,SELL2126,35,15,50
ORD204676,3,PROD11838,SELL8018,120,10,130
ORD221702,3,PROD11573,SELL7439,10,15,25
ORD240584,4,PROD11737,SELL4650,10,15,25
ORD211507,1,PROD10825,SELL2062,20,20,40
ORD228536,2,PROD10592,SELL9585,75,10,85
ORD248488,2,PROD11530,SELL4626,120,0,120
ORD224601,4,PROD11358,SELL4408,120,20,140
ORD238378,2,PROD11845,SELL8645,10,20,30
ORD240218,4,PROD10585,SELL9226,50,10,60
ORD206312,2,PROD11547,SELL9966,20,10,30
ORD246418,4,PROD11765,SELL6221,120,5,125
ORD215303,1,PROD11536,SELL5131,35,10,45
ORD231109,1,PROD10121,SELL7305,120,20,140
ORD241170,1,PROD11123,SELL7236,20,10,30
ORD203178,2,PROD11768,SELL4629,10,0,10
ORD200316,1,PROD11866,SELL8133,,10,10
ORD231554,4,PROD11788,SELL9883,10,5,15
ORD237185,2,PROD10451,SELL2674,75,20,95
ORD215564,2,PROD10245,SELL3118,20,20,40
ORD245279,2,PROD10401,SELL2178,35,20,55
ORD240856,3,PROD11300,SELL4089,35,0,35
ORD235434,3,PROD10041,SELL2912,10,15,25
ORD202066,4,PROD11664,SELL6855,35,20,55
ORD246092,2,PROD10378,SELL8956,20,10,30
ORD224029,4,PROD11484,SELL1042,35,15,50
ORD236631,2,PROD10061,SELL6164,75,10,85
ORD244012,2,PROD11452,SELL9243,120,15,135
ORD221344,3,PROD10345,SELL9646,75,0,75
ORD236794,3,PROD11211,SELL1208,120,5,125
ORD208780,4,PROD10898,SELL6200,10,0,10
ORD239006,2,PROD10382,SELL4547,20,5,25
ORD241637,3,PROD11068,SELL8578,,15,15
ORD224071,1,PROD10597,SELL7935,,0,0
ORD218233,1,PROD10773,SELL6745,75,15,90
ORD245725,2,PROD10960,SELL6902,35,10,45
ORD248095,1,PROD10147,SELL7358,10,0,10
ORD217974,1,PROD11208,SELL2241,75,5,80
ORD211437,3,PROD10312,SELL3904,120,15,135
ORD228837,1,PROD10221,SELL4295,50,0,50
ORD248400,2,PROD10648,SELL4932,50,0,50
ORD240289,3,PROD10910,SELL6870,75,0,75
ORD232719,2,PROD11718,SELL8792,50,0,50
ORD214134,4,PROD11471,SELL5960,75,5,80
ORD203973,4,PROD11167,SELL4643,75,10,85
ORD239361,1,PROD10109,SELL5859,120,0,120
ORD249988,4,PROD11548,SELL1355,20,20,40
ORD209257,1,PROD10960,SELL2221,,0,0
ORD221758,2,PROD10105,SELL2847,10,20,30
ORD223506,2,PROD10899,SELL5576,20,10,30
ORD220544,4,PROD10786,SELL3813,75,5,80
ORD235813,1,PROD10750,SELL6138,35,15,50
ORD223000,2,PROD11096,SELL1715,10,15,25
ORD204431,1,PROD10556,SELL4182,10,15,25
ORD245021,1,PROD11215,SELL2269,10,15,25
ORD246089,4,PROD11948,SELL7815,10,15,25
ORD234727,2,PROD11872,SELL5612,50,10,60
ORD213079,2,PROD10994,SELL5943,35,5,40
ORD223482,1,PROD11078,SELL7757,50,20,70
ORD224596,2,PROD10700,SELL7253,75,15,90
ORD226803,1,PROD10720,SELL5842,75,15,90
ORD202406,4,PROD11928,SELL7507,10,10,20
ORD240014,4,PROD10409,SELL1512,75,10,85
ORD232900,4,PROD11687,SELL4343,75,15,90
ORD208867,3,PROD11356,SELL7963,,20,20
ORD207154,1,PROD10648,SELL2227,20,0,20
ORD246057,4,PROD10874,SELL4906,20,20,40
ORD233557,4,PROD11033,SELL9816,35,20,55
ORD205511,1,PROD11191,SELL1429,75,10,85
ORD233758,2,PROD10041,SELL4547,20,0,20
ORD247667,1,PROD10053,SELL4872,35,20,55
ORD219840,1,PROD11614,SELL6538,,0,0
ORD241755,4,PROD11714,SELL9358,35,0,35
ORD213598,1,PROD11510,SELL1404,20,20,40
ORD240756,2,PROD11335,SELL3165,20,0,20
ORD220631,4,PROD10613,SELL4215,50,15,65
ORD231020,3,PROD10321,SELL1103,120,20,140
ORD214726,4,PROD11186,SELL5772,35,20,55
ORD239041,1,PROD10949,SELL1479,10,15,25
ORD230152,2,PROD10181,SELL7200,120,5,125
ORD206696,2,PROD10383,SELL5806,75,5,80
ORD218416,4,PROD11852,SELL9648,10,5,15
ORD240726,2,PROD10473,SELL7207,20,15,35
ORD242673,1,PROD11971,SELL6103,35,10,45
ORD236310,2,PROD10972,SELL5446,20,20,40
ORD201696,1,PROD11593,SELL5534,75,0,75
ORD243050,3,PROD11828,SELL4124,75,0,75
ORD242450,3,PROD11540,SELL4897,75,20,95
ORD235894,1,PROD10546,SELL9554,50,20,70
ORD225650,4,PROD11950,SELL8325,10,15,25
ORD236193,1,PROD10883,SELL4169,75,20,95
ORD208868,1,PROD11046,SELL2038,75,5,80
ORD222078,4,PROD11112,SELL5117,35,5,40
ORD224386,4,PROD11336,SELL5897,20,10,30
ORD232684,1,PROD10482,SELL1629,20,15,35
ORD201272,4,PROD11250,SELL9078,50,5,55
ORD224752,1,PROD10314,SELL8137,50,5,55
ORD212416,1,PROD11701,SELL6218,20,10,30
ORD232693,1,PROD11949,SELL5582,35,0,35
ORD240702,2,PROD11483,SELL8669,20,10,30
ORD204003,2,PROD10363,SELL8415,,0,0
ORD236032,1,PROD10352,SELL9404,75,10,85
ORD232168,1,PROD11868,SELL2669,120,15,135
ORD225693,2,PROD10020,SELL5559,35,20,55
ORD226033,4,PROD11875,SELL7063,20,10,30
ORD200688,4,PROD10059,SELL6210,75,15,90
ORD215998,2,PROD10412,SELL6381,120,15,135
ORD242283,4,PROD10745,SELL7014,120,20,140
ORD204907,1,PROD11948,SELL4399,,5,5
ORD233132,2,PROD11616,SELL7692,50,20,70
ORD216899,4,PROD10343,SELL9018,50,5,55
ORD249727,2,PROD10954,SELL5770,10,10,20
ORD237685,2,PROD11634,SELL2046,,5,5
ORD244914,4,PROD11466,SELL8100,75,10,85
ORD206908,1,PROD11976,SELL5978,,10,10
ORD240910,3,PROD10544,SELL3689,120,5,125
ORD225117,1,PROD10200,SELL1251,20,0,20
ORD223622,1,PROD11620,SELL7393,75,10,85
ORD240677,1,PROD10197,SELL1834,50,15,65
ORD247098,3,PROD11003,SELL8926,10,20,30
ORD234141,1,PROD11379,SELL3347,120,0,120
ORD224199,4,PROD10989,SELL1268,50,20,70
ORD227121,4,PROD11297,SELL2355,75,15,90
ORD206470,3,PROD10073,SELL7074,75,15,90
ORD218923,1,PROD11783,SELL4828,,20,20
ORD223759,1,PROD11232,SELL5353,50,5,55
ORD246631,3,PROD11623,SELL4028,35,10,45
ORD226329,1,PROD11954,SELL3039,,15,15
ORD242650,4,PROD10467,SELL9977,35,5,40
ORD218933,1,PROD11101,SELL4699,75,10,85
ORD210150,1,PROD10185,SELL4894,75,0,75
ORD205242,4,PROD11411,SELL4468,35,10,45
ORD241691,1,PROD11068,SELL8764,120,20,140
ORD214112,4,PROD11595,SELL2305,35,20,55
ORD217217,4,PROD11083,SELL5168,,5,5
ORD210344,4,PROD10334,SELL4090,10,0,10
ORD221070,2,PROD10034,SELL1193,50,5,55
ORD222502,2,PROD11084,SELL7294,20,10,30
ORD213510,4,PROD11193,SELL6269,75,20,95
ORD214860,3,PROD10754,SELL6813,50,0,50
ORD213151,4,PROD10772,SELL6667,75,20,95
ORD216668,3,PROD11839,SELL5947,50,5,55
ORD240259,2,PROD10726,SELL4192,,10,10
ORD203538,1,PROD10978,SELL7220,10,5,15
ORD204233,1,PROD11538,SELL6337,75,5,80
ORD249227,1,PROD11685,SELL9123,120,0,120
ORD215033,1,PROD10654,SELL9819,,0,0
ORD246805,4,PROD11911,SELL1296,120,0,120
ORD209087,3,PROD11735,SELL8347,35,10,45
ORD246434,2,PROD11743,SELL3298,50,0,50
ORD212985,2,PROD11904,SELL1680,10,0,10
ORD223399,1,PROD10939,SELL2743,35,5,40
ORD234512,2,PROD10677,SELL9934,20,15,35
ORD240005,4,PROD10797,SELL6865,,0,0
ORD223084,1,PROD10578,SELL8345,75,10,85
ORD223729,1,PROD11240,SELL5948,35,10,45
ORD221167,1,PROD10590,SELL7943,120,0,120
ORD236109,3,PROD10784,SELL3996,50,10,60
ORD228915,2,PROD10839,SELL2797,35,20,55
ORD204251,1,PROD10203,SELL2951,50,15,65
ORD246268,3,PROD11241,SELL1957,75,15,90
ORD213221,1,PROD10697,SELL8334,10,5,15
ORD246278,2,PROD11741,SELL4385,,5,5
ORD246154,3,PROD10390,SELL8211,50,15,65
ORD248672,1,PROD10691,SELL6825,50,5,55
ORD203778,4,PROD11655,SELL7818,10,5,15
ORD237781,4,PROD11688,SELL2090,35,5,40
ORD227532,3,PROD10861,SELL1117,20,10,30
ORD206236,4,PROD11105,SELL6689,35,5,40
ORD200645,3,PROD10073,SELL2193,10,10,20
ORD235007,1,PROD11181,SELL2584,10,20,30
ORD225705,4,PROD10551,SELL3101,35,15,50
ORD242421,3,PROD11020,SELL6516,10,15,25
ORD239862,2,PROD11556,SELL4657,10,0,10
ORD225627,3,PROD11089,SELL9467,75,20,95
ORD247417,3,PROD11186,SELL7288,35,20,55
ORD241486,2,PROD11243,SELL8485,75,0,75
ORD210903,2,PROD11104,SELL3211,,20,20
ORD204458,1,PROD10225,SELL9812,50,5,55
ORD218801,2,PROD11273,SELL8871,120,5,125
ORD218521,3,PROD10131,SELL1680,20,20,40
ORD209917,2,PROD10829,SELL3301,75,10,85
ORD242688,1,PROD10552,SELL8274,50,5,55
ORD231257,3,PROD10816,SELL6807,120,0,120
ORD239533,3,PROD11065,SELL7649,50,0,50
ORD247454,4,PROD10125,SELL2870,20,0,20
ORD220924,4,PROD11239,SELL7378,35,0,35
ORD204054,3,PROD11950,SELL6909,,10,10
ORD211243,3,PROD10200,SELL6431,35,0,35
ORD232896,1,PROD10545,SELL1314,20,10,30
ORD241168,3,PROD10424,SELL4479,20,0,20
ORD241005,3,PROD11320,SELL3654,35,5,40
ORD239403,4,PROD10763,SELL7097,75,20,95
ORD245019,2,PROD11897,SELL5133,35,20,55
ORD232768,1,PROD10468,SELL8181,50,10,60
ORD219619,1,PROD10061,SELL4177,75,20,95
ORD221316,4,PROD11404,SELL6141,10,5,15
ORD240772,4,PROD10580,SELL5317,20,5,25
ORD231553,2,PROD10176,SELL3997,10,10,20
ORD247562,1,PROD10329,SELL9462,35,5,40
ORD201634,2,PROD11183,SELL3123,75,10,85
ORD225373,4,PROD11016,SELL5346,120,5,125
ORD232735,2,PROD10772,SELL7295,75,5,80
ORD209095,1,PROD11159,SELL6444,10,0,10
ORD244131,3,PROD10621,SELL1040,35,15,50
ORD201894,2,PROD10751,SELL6968,120,10,130
ORD238424,3,PROD11412,SELL4618,20,5,25
ORD238034,2,PROD10641,SELL9052,10,0,10
ORD204850,4,PROD10574,SELL9532,,20,20
ORD202061,4,PROD11187,SELL1960,120,5,125
ORD224451,2,PROD10543,SELL5772,75,10,85
ORD215136,2,PROD11045,SELL3030,75,20,95
ORD203364,3,PROD10076,SELL5793,120,5,125
ORD209066,1,PROD11861,SELL7581,75,5,80
ORD224558,4,PROD10574,SELL4242,35,5,40
ORD226317,4,PROD11787,SELL3277,20,0,20
ORD237786,1,PROD10507,SELL3681,50,10,60
ORD225463,1,PROD10223,SELL3444,35,20,55
ORD233036,3,PROD10539,SELL6431,75,0,75
ORD207622,1,PROD11324,SELL5287,120,5,125
ORD236177,3,PROD10159,SELL7601,10,0,10
ORD213747,3,PROD10424,SELL7863,75,5,80
ORD222502,2,PROD10630,SELL1725,20,10,30
ORD212374,4,PROD11822,SELL2379,,10,10
ORD229022,3,PROD11117,SELL6848,35,15,50
ORD236263,2,PROD11213,SELL7249,,10,10
ORD222181,2,PROD11587,SELL1686,35,0,35
ORD226408,4,PROD10493,SELL4087,35,10,45
ORD217638,2,PROD11557,SELL5479,120,5,125
ORD238591,4,PROD10306,SELL3119,10,15,25
ORD225143,3,PROD10836,SELL9707,20,0,20
ORD220694,3,PROD10879,SELL9205,120,5,125
ORD244730,4,PROD11768,SELL3059,,20,20
ORD244639,3,PROD10787,SELL2133,75,5,80
ORD213044,4,PROD11464,SELL4433,75,0,75
ORD221158,2,PROD11036,SELL2786,35,5,40
ORD212239,1,PROD11077,SELL1045,20,5,25
ORD208185,2,PROD10642,SELL1517,120,0,120
ORD209014,4,PROD11737,SELL1245,10,15,25
ORD246026,2,PROD10338,SELL3982,,15,15
ORD212237,1,PROD10631,SELL3830,20,10,30
ORD243455,4,PROD11680,SELL4622,75,20,95
ORD228660,3,PROD10612,SELL4306,20,20,40
ORD202183,2,PROD11180,SELL2313,20,15,35
ORD222222,1,PROD11519,SELL5102,10,10,20
ORD204856,1,PROD10962,SELL8680,120,20,140
ORD243261,1,PROD11317,SELL9855,75,10,85
ORD216712,3,PROD10142,SELL6571,120,5,125
ORD243535,3,PROD10248,SELL5872,10,20,30
ORD210009,1,PROD10932,SELL9499,,0,0
ORD232415,1,PROD10108,SELL6323,120,10,130
ORD206407,3,PROD10552,SELL8411,10,15,25
ORD236710,4,PROD11917,SELL1509,10,0,10
ORD241971,3,PROD11200,SELL6972,75,15,90
ORD237947,2,PROD11596,SELL9911,120,15,135
ORD234783,3,PROD11095,SELL9004,120,20,140
ORD235273,4,PROD11259,SELL8365,50,10,60
ORD225355,4,PROD10209,SELL8925,35,15,50
ORD244491,4,PROD11202,SELL5974,10,20,30
ORD241658,4,PROD10685,SELL2386,120,15,135
ORD211640,3,PROD11180,SELL2595,,15,15
ORD211677,4,PROD11379,SELL6686,120,10,130
ORD248606,3,PROD10515,SELL8941,50,10,60
ORD231896,4,PROD10424,SELL3599,75,5,80
ORD249852,4,PROD10390,SELL5316,20,15,35
ORD248264,3,PROD10873,SELL1207,75,15,90
ORD222867,2,PROD10420,SELL1621,120,20,140
ORD240751,4,PROD11506,SELL3616,120,20,140
ORD203269,2,PROD10446,SELL6561,,20,20
ORD240383,1,PROD10810,SELL8837,,20,20
ORD213859,4,PROD10623,SELL5144,10,0,10
ORD214297,4,PROD11995,SELL8761,10,15,25
ORD215719,4,PROD11371,SELL7215,10,0,10
ORD223473,1,PROD11627,SELL5664,10,10,20
ORD212811,2,PROD11388,SELL1651,20,0,20
ORD237766,4,PROD10018,SELL8325,10,15,25
ORD228885,3,PROD11139,SELL4354,50,15,65
ORD234263,1,PROD11906,SELL7076,10,20,30
ORD201090,2,PROD10362,SELL6292,75,5,80
ORD248049,2,PROD11866,SELL7561,20,15,35
ORD237337,1,PROD10345,SELL1657,,20,20
ORD243204,4,PROD11956,SELL9501,10,0,10
ORD228684,4,PROD11510,SELL8059,75,20,95
ORD224737,1,PROD11908,SELL5273,120,10,130
ORD214950,1,PROD10076,SELL4817,50,15,65
ORD239554,1,PROD10716,SELL1665,35,0,35
ORD241567,4,PROD11252,SELL5009,50,10,60
ORD249879,1,PROD10336,SELL5425,120,10,130
ORD244744,1,PROD11801,SELL5258,10,5,15
ORD249794,2,PROD10493,SELL1072,50,0,50
ORD223447,3,PROD11961,SELL4148,120,15,135
ORD244745,1,PROD10395,SELL6196,20,10,30
ORD245858,3,PROD10550,SELL2979,75,15,90
ORD230483,2,PROD11983,SELL3459,50,20,70
ORD229743,1,PROD10400,SELL4639,35,0,35
ORD231274,3,PROD11237,SELL1195,10,15,25
ORD236811,4,PROD10208,SELL3643,50,15,65
ORD240528,3,PROD11657,SELL7829,10,10,20
ORD209283,1,PROD11534,SELL7350,120,10,130
ORD243248,4,PROD10052,SELL3663,75,0,75
ORD225598,2,PROD11627,SELL6240,75,20,95
ORD242694,3,PROD10557,SELL7264,35,15,50
ORD203766,1,PROD11157,SELL2482,,5,5
ORD215569,1,PROD11112,SELL1661,,20,20
ORD216537,4,PROD10824,SELL5343,10,5,15
ORD230878,3,PROD11988,SELL8742,10,5,15
ORD202615,4,PROD11784,SELL8570,75,5,80
ORD205319,4,PROD10417,SELL1543,50,5,55
ORD234748,4,PROD10128,SELL3426,,0,0
ORD223597,1,PROD10242,SELL3027,,10,10
ORD232463,4,PROD10546,SELL9332,,0,0
ORD231059,1,PROD11981,SELL8016,35,20,55
ORD235657,3,PROD10727,SELL1474,10,15,25
ORD243569,3,PROD11695,SELL6457,120,0,120
ORD208900,4,PROD10974,SELL8603,75,5,80
ORD215855,2,PROD11003,SELL6416,50,15,65
ORD212810,3,PROD11014,SELL2978,10,20,30
ORD238770,3,PROD11157,SELL2947,,20,20
ORD240933,4,PROD11909,SELL8396,50,10,60
ORD230950,2,PROD11621,SELL1211,10,20,30
ORD230538,2,PROD11332,SELL5703,20,5,25
ORD227793,4,PROD10251,SELL8402,,10,10
ORD212241,4,PROD11878,SELL8809,35,5,40
ORD224531,3,PROD11881,SELL3251,,15,15
ORD227158,3,PROD10622,SELL3787,,15,15
ORD242343,2,PROD11918,SELL2026,50,10,60
ORD203645,3,PROD11099,SELL9116,20,15,35
ORD234889,2,PROD10448,SELL7248,120,15,135
ORD231248,4,PROD10741,SELL6293,10,5,15
ORD235709,4,PROD10023,SELL7824,50,0,50
ORD220264,2,PROD10602,SELL3901,120,0,120
ORD210503,2,PROD10541,SELL9624,120,20,140
ORD249054,4,PROD11724,SELL1845,20,15,35
ORD227440,2,PROD10079,SELL8510,120,10,130
ORD249336,1,PROD10305,SELL8692,75,20,95
ORD221172,1,PROD11189,SELL9892,10,0,10
ORD219389,4,PROD10728,SELL3821,10,10,20
ORD240423,1,PROD10875,SELL2276,10,0,10
ORD200729,2,PROD10748,SELL3235,120,10,130
ORD221609,2,PROD10522,SELL6814,,20,20
ORD212267,2,PROD11603,SELL4635,,10,10
ORD200566,1,PROD10100,SELL5440,120,20,140
ORD201311,1,PROD10245,SELL8538,75,15,90
ORD220822,4,PROD11599,SELL3556,120,5,125
ORD211615,1,PROD10095,SELL5204,20,5,25
ORD207736,1,PROD11582,SELL2868,50,20,70
ORD212292,1,PROD11816,SELL2239,75,0,75
ORD214198,3,PROD10250,SELL5918,120,5,125
ORD200623,1,PROD10779,SELL1266,120,0,120
ORD240384,4,PROD11083,SELL1062,20,20,40
ORD208689,4,PROD11473,SELL9429,120,5,125
ORD238833,4,PROD10293,SELL6951,,15,15
ORD232574,1,PROD10646,SELL5562,75,5,80
ORD208414,3,PROD11161,SELL3938,35,10,45
ORD225528,1,PROD10623,SELL7944,20,10,30
ORD218290,2,PROD10405,SELL4444,120,10,130
ORD217544,1,PROD10952,SELL8519,120,0,120
ORD203834,4,PROD10197,SELL3388,,15,15
ORD222370,3,PROD11761,SELL3196,10,20,30
ORD229209,1,PROD10568,SELL2069,50,5,55
ORD225278,4,PROD11088,SELL7301,,15,15
ORD223329,1,PROD10149,SELL8918,20,5,25
ORD245140,4,PROD10206,SELL7802,75,15,90
ORD238717,3,PROD10711,SELL2268,10,15,25
ORD228510,4,PROD10297,SELL7055,20,10,30
ORD210452,4,PROD11947,SELL4183,,20,20
ORD241546,2,PROD10074,SELL2777,35,15,50
ORD235752,1,PROD10184,SELL4216,20,5,25
ORD219253,2,PROD10414,SELL6572,50,20,70
ORD211768,4,PROD11266,SELL7447,20,20,40
ORD235491,1,PROD11151,SELL4915,10,15,25
ORD215590,2,PROD10431,SELL8496,10,10,20
ORD233772,3,PROD10231,SELL3682,10,20,30
ORD234543,2,PROD11908,SELL6708,120,15,135
ORD217498,4,PROD11886,SELL6510,,0,0
ORD221104,4,PROD10969,SELL7974,35,15,50
ORD243649,1,PROD10225,SELL5676,20,15,35
ORD249764,4,PROD11098,SELL6822,35,10,45
ORD211802,2,PROD11034,SELL8381,120,5,125
ORD243537,2,PROD10153,SELL7287,20,5,25
ORD248844,4,PROD11073,SELL2737,10,10,20
ORD223761,3,PROD10728,SELL2797,,5,5
ORD216394,4,PROD11031,SELL6185,35,5,40
ORD201997,3,PROD10540,SELL3170,75,15,90
ORD224491,1,PROD10872,SELL1974,,20,20
ORD246595,2,PROD11783,SELL2852,120,5,125
ORD240550,4,PROD10959,SELL3508,35,5,40
ORD224146,4,PROD11087,SELL2970,120,15,135
ORD200554,2,PROD10390,SELL8929,75,0,75
ORD241723,2,PROD11655,SELL6420,120,15,135
ORD204646,4,PROD11602,SELL6801,20,10,30
ORD246906,2,PROD11697,SELL5193,120,15,135
ORD248792,1,PROD11278,SELL5548,120,10,130
ORD233522,2,PROD10007,SELL6158,75,15,90
