order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,delivery_day
ORD200019,CUST110292,Cancelled,4/24/24 12:00 AM,5/19/24 12:00 AM,4/28/24 12:00 AM,25
ORD200020,CUST100860,Delivered,4/26/23 12:00 AM,4/28/23 12:00 AM,5/13/23 12:00 AM,2
ORD200021,CUST108048,Cancelled,9/6/23 12:00 AM,,9/17/23 12:00 AM,
ORD200022,CUST116904,Processing,12/20/22 12:00 AM,1/10/23 12:00 AM,1/3/23 12:00 AM,21
ORD200023,CUST107726,Cancelled,6/27/23 12:00 AM,7/2/23 12:00 AM,7/3/23 12:00 AM,5
ORD200024,CUST110539,Processing,6/2/22 12:00 AM,6/28/22 12:00 AM,6/12/22 12:00 AM,26
ORD200025,CUST118901,Cancelled,11/9/23 12:00 AM,11/11/23 12:00 AM,11/17/23 12:00 AM,2
ORD200026,CUST115393,Delivered,1/18/24 12:00 AM,1/20/24 12:00 AM,1/22/24 12:00 AM,2
ORD200027,CUST115074,Processing,2/21/23 12:00 AM,2/28/23 12:00 AM,3/13/23 12:00 AM,7
ORD200028,CUST106054,Shipped,3/16/24 12:00 AM,3/17/24 12:00 AM,4/4/24 12:00 AM,1
ORD200029,CUST104011,Cancelled,3/8/22 12:00 AM,3/10/22 12:00 AM,3/12/22 12:00 AM,2
ORD200030,CUST117343,Delivered,9/16/22 12:00 AM,10/13/22 12:00 AM,10/6/22 12:00 AM,27
ORD200031,CUST117939,Cancelled,9/25/22 12:00 AM,10/16/22 12:00 AM,10/3/22 12:00 AM,21
ORD200032,CUST106352,Cancelled,5/26/23 12:00 AM,6/24/23 12:00 AM,6/14/23 12:00 AM,29
ORD200033,CUST113097,Processing,1/6/24 12:00 AM,1/31/24 12:00 AM,1/11/24 12:00 AM,25
ORD200034,CUST113109,Processing,9/6/22 12:00 AM,9/11/22 12:00 AM,9/13/22 12:00 AM,5
ORD200035,CUST113357,Processing,1/14/24 12:00 AM,1/20/24 12:00 AM,1/26/24 12:00 AM,6
ORD200036,CUST104276,Processing,6/12/22 12:00 AM,6/13/22 12:00 AM,6/28/22 12:00 AM,1
ORD200037,CUST107008,Delivered,1/10/24 12:00 AM,2/3/24 12:00 AM,1/26/24 12:00 AM,24
ORD200038,CUST101336,Cancelled,11/14/22 12:00 AM,12/9/22 12:00 AM,12/1/22 12:00 AM,25
ORD200039,CUST112244,Processing,10/26/22 12:00 AM,11/16/22 12:00 AM,11/9/22 12:00 AM,21
ORD200040,CUST107506,Processing,6/6/24 12:00 AM,,6/21/24 12:00 AM,
ORD200041,CUST106280,Delivered,12/15/22 12:00 AM,1/2/23 12:00 AM,12/27/22 12:00 AM,18
ORD200042,CUST113473,Processing,11/16/23 12:00 AM,11/19/23 12:00 AM,11/28/23 12:00 AM,3
ORD200043,CUST116554,Delivered,6/2/24 12:00 AM,6/12/24 12:00 AM,6/21/24 12:00 AM,10
ORD200044,CUST107911,Shipped,3/1/24 12:00 AM,3/9/24 12:00 AM,3/15/24 12:00 AM,8
ORD200045,CUST115259,Delivered,4/30/24 12:00 AM,5/9/24 12:00 AM,5/7/24 12:00 AM,9
ORD200046,CUST101884,Processing,11/21/23 12:00 AM,12/14/23 12:00 AM,12/3/23 12:00 AM,23
ORD200047,CUST111634,Shipped,9/2/22 12:00 AM,9/9/22 12:00 AM,9/11/22 12:00 AM,7
ORD200048,CUST104003,Cancelled,4/28/24 12:00 AM,5/15/24 12:00 AM,5/11/24 12:00 AM,17
ORD200049,CUST102951,Delivered,1/16/24 12:00 AM,1/24/24 12:00 AM,1/22/24 12:00 AM,8
ORD200050,CUST104055,Delivered,12/30/23 12:00 AM,1/19/24 12:00 AM,1/16/24 12:00 AM,20
ORD200051,CUST106487,Cancelled,9/14/23 12:00 AM,9/21/23 12:00 AM,9/19/23 12:00 AM,7
ORD200052,CUST107396,Delivered,8/10/22 12:00 AM,8/15/22 12:00 AM,8/23/22 12:00 AM,5
ORD200053,CUST102748,Cancelled,2/21/23 12:00 AM,,2/26/23 12:00 AM,
ORD200054,CUST115129,Cancelled,2/16/24 12:00 AM,2/27/24 12:00 AM,2/22/24 12:00 AM,11
ORD200055,CUST100274,Delivered,3/8/24 12:00 AM,3/26/24 12:00 AM,3/27/24 12:00 AM,18
ORD200056,CUST119205,Delivered,7/9/22 12:00 AM,7/16/22 12:00 AM,7/12/22 12:00 AM,7
ORD200057,CUST104191,Delivered,12/9/22 12:00 AM,1/3/23 12:00 AM,12/29/22 12:00 AM,25
ORD200058,CUST116297,Processing,9/8/22 12:00 AM,10/1/22 12:00 AM,9/26/22 12:00 AM,23
ORD200059,CUST113615,Delivered,1/17/24 12:00 AM,1/27/24 12:00 AM,1/23/24 12:00 AM,10
ORD200060,CUST119980,Processing,9/28/23 12:00 AM,10/20/23 12:00 AM,10/12/23 12:00 AM,22
ORD200061,CUST119781,Delivered,5/18/22 12:00 AM,,5/30/22 12:00 AM,
ORD200062,CUST103566,Processing,4/7/24 12:00 AM,4/11/24 12:00 AM,4/19/24 12:00 AM,4
ORD200063,CUST111237,Delivered,8/20/22 12:00 AM,8/28/22 12:00 AM,9/7/22 12:00 AM,8
ORD200064,CUST106380,Shipped,8/24/23 12:00 AM,8/29/23 12:00 AM,9/9/23 12:00 AM,5
ORD200065,CUST119876,Shipped,4/14/24 12:00 AM,5/8/24 12:00 AM,4/23/24 12:00 AM,24
ORD200066,CUST111065,Cancelled,3/17/22 12:00 AM,3/25/22 12:00 AM,3/30/22 12:00 AM,8
ORD200067,CUST109632,Shipped,3/20/22 12:00 AM,3/23/22 12:00 AM,3/24/22 12:00 AM,3
ORD200068,CUST112020,Delivered,6/17/23 12:00 AM,7/5/23 12:00 AM,6/21/23 12:00 AM,18
ORD200069,CUST112959,Cancelled,3/7/24 12:00 AM,4/2/24 12:00 AM,3/25/24 12:00 AM,26
ORD200070,CUST103145,Delivered,3/22/23 12:00 AM,4/17/23 12:00 AM,4/10/23 12:00 AM,26
ORD200071,CUST101381,Shipped,2/4/24 12:00 AM,2/9/24 12:00 AM,2/7/24 12:00 AM,5
ORD200072,CUST111839,Cancelled,6/14/24 12:00 AM,6/16/24 12:00 AM,6/23/24 12:00 AM,2
ORD200073,CUST112657,Shipped,2/12/23 12:00 AM,3/13/23 12:00 AM,2/15/23 12:00 AM,29
ORD200074,CUST103275,Shipped,12/3/23 12:00 AM,,12/12/23 12:00 AM,
ORD200075,CUST111658,Delivered,2/26/24 12:00 AM,3/4/24 12:00 AM,3/10/24 12:00 AM,7
ORD200076,CUST114294,Delivered,4/17/24 12:00 AM,5/1/24 12:00 AM,4/25/24 12:00 AM,14
ORD200077,CUST118395,Shipped,5/13/23 12:00 AM,6/3/23 12:00 AM,5/29/23 12:00 AM,21
ORD200078,CUST109515,Delivered,9/29/23 12:00 AM,10/6/23 12:00 AM,10/10/23 12:00 AM,7
ORD200079,CUST100162,Cancelled,4/29/22 12:00 AM,5/7/22 12:00 AM,5/19/22 12:00 AM,8
ORD200080,CUST115626,Shipped,3/9/24 12:00 AM,3/16/24 12:00 AM,3/19/24 12:00 AM,7
ORD200081,CUST115783,Delivered,2/22/23 12:00 AM,2/24/23 12:00 AM,3/8/23 12:00 AM,2
ORD200082,CUST100591,Delivered,2/24/22 12:00 AM,2/28/22 12:00 AM,3/13/22 12:00 AM,4
ORD200083,CUST109481,Processing,6/4/23 12:00 AM,6/16/23 12:00 AM,6/9/23 12:00 AM,12
ORD200084,CUST108363,Shipped,8/11/23 12:00 AM,8/17/23 12:00 AM,8/28/23 12:00 AM,6
ORD200085,CUST118766,Cancelled,2/17/23 12:00 AM,3/14/23 12:00 AM,3/5/23 12:00 AM,25
ORD200086,CUST119813,Cancelled,6/9/24 12:00 AM,7/4/24 12:00 AM,6/29/24 12:00 AM,25
ORD200087,CUST117539,Processing,4/2/22 12:00 AM,5/1/22 12:00 AM,4/9/22 12:00 AM,29
ORD200088,CUST104814,Processing,8/17/23 12:00 AM,8/30/23 12:00 AM,8/27/23 12:00 AM,13
ORD200089,CUST110144,Shipped,8/2/23 12:00 AM,8/6/23 12:00 AM,8/21/23 12:00 AM,4
ORD200090,CUST107308,Processing,6/29/22 12:00 AM,7/28/22 12:00 AM,7/7/22 12:00 AM,29
ORD200091,CUST113245,Delivered,3/10/24 12:00 AM,3/15/24 12:00 AM,3/26/24 12:00 AM,5
ORD200092,CUST115498,Shipped,2/22/23 12:00 AM,3/14/23 12:00 AM,3/14/23 12:00 AM,20
ORD200093,CUST101000,Cancelled,2/12/23 12:00 AM,3/5/23 12:00 AM,2/28/23 12:00 AM,21
ORD200094,CUST107474,Shipped,6/28/22 12:00 AM,7/22/22 12:00 AM,7/18/22 12:00 AM,24
ORD200095,CUST107994,Shipped,11/30/22 12:00 AM,12/22/22 12:00 AM,12/14/22 12:00 AM,22
ORD200096,CUST109329,Delivered,11/5/23 12:00 AM,12/4/23 12:00 AM,11/8/23 12:00 AM,29
ORD200097,CUST104668,Cancelled,12/19/22 12:00 AM,1/2/23 12:00 AM,12/25/22 12:00 AM,14
ORD200098,CUST113311,Processing,12/16/22 12:00 AM,12/17/22 12:00 AM,12/23/22 12:00 AM,1
ORD200099,CUST103063,Cancelled,7/12/23 12:00 AM,8/3/23 12:00 AM,7/23/23 12:00 AM,22
ORD200100,CUST107098,Delivered,8/10/23 12:00 AM,8/23/23 12:00 AM,8/15/23 12:00 AM,13
ORD200101,CUST104774,Shipped,7/30/23 12:00 AM,8/15/23 12:00 AM,8/5/23 12:00 AM,16
ORD200102,CUST103938,Processing,4/6/24 12:00 AM,4/23/24 12:00 AM,4/19/24 12:00 AM,17
ORD200103,CUST117742,Shipped,5/13/24 12:00 AM,5/20/24 12:00 AM,5/28/24 12:00 AM,7
ORD200104,CUST116679,Processing,9/4/22 12:00 AM,9/23/22 12:00 AM,9/16/22 12:00 AM,19
ORD200105,CUST105381,Cancelled,10/4/23 12:00 AM,,10/7/23 12:00 AM,
ORD200106,CUST114229,Cancelled,2/10/24 12:00 AM,,2/29/24 12:00 AM,
ORD200107,CUST112687,Shipped,2/3/23 12:00 AM,2/6/23 12:00 AM,2/9/23 12:00 AM,3
ORD200108,CUST100835,Delivered,3/18/22 12:00 AM,3/21/22 12:00 AM,3/31/22 12:00 AM,3
ORD200109,CUST102624,Processing,3/9/22 12:00 AM,3/22/22 12:00 AM,3/20/22 12:00 AM,13
ORD200110,CUST101780,Cancelled,10/7/23 12:00 AM,,10/20/23 12:00 AM,
ORD200111,CUST106419,Cancelled,2/22/23 12:00 AM,3/19/23 12:00 AM,3/13/23 12:00 AM,25
ORD200112,CUST112070,Shipped,10/20/23 12:00 AM,11/3/23 12:00 AM,10/24/23 12:00 AM,14
ORD200113,CUST114439,Cancelled,10/15/23 12:00 AM,10/24/23 12:00 AM,11/2/23 12:00 AM,9
ORD200114,CUST114713,Shipped,9/6/23 12:00 AM,9/16/23 12:00 AM,9/10/23 12:00 AM,10
ORD200115,CUST104260,Shipped,1/14/24 12:00 AM,1/27/24 12:00 AM,1/30/24 12:00 AM,13
ORD200116,CUST116124,Cancelled,12/19/22 12:00 AM,12/20/22 12:00 AM,12/24/22 12:00 AM,1
ORD200117,CUST118527,Delivered,1/29/23 12:00 AM,,2/6/23 12:00 AM,
ORD200118,CUST117169,Processing,2/27/24 12:00 AM,3/23/24 12:00 AM,3/13/24 12:00 AM,25
ORD200119,CUST107605,Delivered,3/10/22 12:00 AM,3/17/22 12:00 AM,3/27/22 12:00 AM,7
ORD200120,CUST106639,Processing,5/16/22 12:00 AM,6/15/22 12:00 AM,5/24/22 12:00 AM,30
ORD200121,CUST115212,Delivered,2/15/23 12:00 AM,2/19/23 12:00 AM,2/20/23 12:00 AM,4
ORD200122,CUST103331,Delivered,7/29/22 12:00 AM,8/26/22 12:00 AM,8/6/22 12:00 AM,28
ORD200123,CUST107171,Cancelled,9/10/23 12:00 AM,,9/16/23 12:00 AM,
ORD200124,CUST104337,Cancelled,9/1/22 12:00 AM,9/28/22 12:00 AM,9/14/22 12:00 AM,27
ORD200125,CUST112320,Delivered,5/23/23 12:00 AM,6/10/23 12:00 AM,6/6/23 12:00 AM,18
ORD200126,CUST109723,Processing,7/14/22 12:00 AM,7/21/22 12:00 AM,8/3/22 12:00 AM,7
ORD200127,CUST118966,Processing,9/28/22 12:00 AM,,10/6/22 12:00 AM,
ORD200128,CUST116720,Delivered,2/18/22 12:00 AM,2/23/22 12:00 AM,3/2/22 12:00 AM,5
ORD200129,CUST101733,Shipped,4/17/24 12:00 AM,4/21/24 12:00 AM,4/29/24 12:00 AM,4
ORD200130,CUST113053,Cancelled,4/8/23 12:00 AM,4/15/23 12:00 AM,4/14/23 12:00 AM,7
ORD200131,CUST116372,Shipped,7/2/23 12:00 AM,7/6/23 12:00 AM,7/19/23 12:00 AM,4
ORD200132,CUST103023,Cancelled,7/11/22 12:00 AM,,7/19/22 12:00 AM,
ORD200133,CUST103353,Shipped,4/20/24 12:00 AM,5/9/24 12:00 AM,4/28/24 12:00 AM,19
ORD200134,CUST105623,Processing,9/25/22 12:00 AM,10/12/22 12:00 AM,10/11/22 12:00 AM,17
ORD200135,CUST107663,Cancelled,1/23/24 12:00 AM,2/19/24 12:00 AM,2/9/24 12:00 AM,27
ORD200136,CUST107963,Delivered,6/6/24 12:00 AM,7/3/24 12:00 AM,6/26/24 12:00 AM,27
ORD200137,CUST113383,Delivered,5/18/24 12:00 AM,6/4/24 12:00 AM,5/31/24 12:00 AM,17
ORD200138,CUST100750,Cancelled,12/13/22 12:00 AM,12/21/22 12:00 AM,12/30/22 12:00 AM,8
ORD200139,CUST113198,Delivered,3/15/24 12:00 AM,4/7/24 12:00 AM,3/31/24 12:00 AM,23
ORD200140,CUST116268,Shipped,4/10/23 12:00 AM,4/26/23 12:00 AM,4/25/23 12:00 AM,16
ORD200141,CUST100506,Processing,2/19/23 12:00 AM,3/8/23 12:00 AM,2/26/23 12:00 AM,17
ORD200142,CUST102764,Shipped,2/22/24 12:00 AM,2/23/24 12:00 AM,2/29/24 12:00 AM,1
ORD200143,CUST105217,Delivered,7/4/22 12:00 AM,7/12/22 12:00 AM,7/17/22 12:00 AM,8
ORD200144,CUST100486,Processing,2/7/23 12:00 AM,3/1/23 12:00 AM,2/21/23 12:00 AM,22
ORD200145,CUST113268,Shipped,7/7/23 12:00 AM,7/22/23 12:00 AM,7/18/23 12:00 AM,15
ORD200146,CUST102383,Shipped,1/21/24 12:00 AM,1/24/24 12:00 AM,1/29/24 12:00 AM,3
ORD200147,CUST119469,Delivered,12/2/22 12:00 AM,12/21/22 12:00 AM,12/19/22 12:00 AM,19
ORD200148,CUST107707,Cancelled,7/25/23 12:00 AM,8/13/23 12:00 AM,8/5/23 12:00 AM,19
ORD200149,CUST100529,Shipped,10/1/23 12:00 AM,10/21/23 12:00 AM,10/21/23 12:00 AM,20
ORD200150,CUST101111,Shipped,5/10/22 12:00 AM,6/8/22 12:00 AM,5/23/22 12:00 AM,29
ORD200151,CUST116625,Processing,11/10/23 12:00 AM,12/7/23 12:00 AM,11/21/23 12:00 AM,27
ORD200152,CUST119979,Delivered,10/26/23 12:00 AM,10/31/23 12:00 AM,11/8/23 12:00 AM,5
ORD200153,CUST117881,Cancelled,10/25/23 12:00 AM,10/28/23 12:00 AM,11/11/23 12:00 AM,3
ORD200154,CUST103003,Processing,4/9/24 12:00 AM,5/4/24 12:00 AM,4/26/24 12:00 AM,25
ORD200155,CUST114666,Cancelled,7/3/22 12:00 AM,7/11/22 12:00 AM,7/18/22 12:00 AM,8
ORD200156,CUST100859,Cancelled,5/5/23 12:00 AM,5/12/23 12:00 AM,5/13/23 12:00 AM,7
ORD200157,CUST115119,Cancelled,10/9/22 12:00 AM,10/22/22 12:00 AM,10/14/22 12:00 AM,13
ORD200158,CUST104912,Cancelled,9/18/23 12:00 AM,10/6/23 12:00 AM,10/8/23 12:00 AM,18
ORD200159,CUST104243,Processing,6/2/23 12:00 AM,6/18/23 12:00 AM,6/9/23 12:00 AM,16
ORD200160,CUST117437,Processing,6/13/23 12:00 AM,7/2/23 12:00 AM,6/17/23 12:00 AM,19
ORD200161,CUST107781,Processing,11/29/23 12:00 AM,,12/7/23 12:00 AM,
ORD200162,CUST111808,Cancelled,2/23/22 12:00 AM,3/18/22 12:00 AM,2/26/22 12:00 AM,23
ORD200163,CUST118651,Delivered,1/26/23 12:00 AM,2/19/23 12:00 AM,2/12/23 12:00 AM,24
ORD200164,CUST117752,Shipped,2/1/22 12:00 AM,2/23/22 12:00 AM,2/12/22 12:00 AM,22
ORD200165,CUST108792,Processing,3/8/24 12:00 AM,4/1/24 12:00 AM,3/22/24 12:00 AM,24
ORD200166,CUST119450,Cancelled,7/6/22 12:00 AM,8/5/22 12:00 AM,7/23/22 12:00 AM,30
ORD200167,CUST106084,Shipped,7/20/22 12:00 AM,7/25/22 12:00 AM,8/1/22 12:00 AM,5
ORD200168,CUST112824,Shipped,10/12/23 12:00 AM,10/17/23 12:00 AM,10/23/23 12:00 AM,5
ORD200169,CUST111147,Cancelled,6/6/24 12:00 AM,6/13/24 12:00 AM,6/12/24 12:00 AM,7
ORD200170,CUST106114,Processing,6/18/22 12:00 AM,,7/1/22 12:00 AM,
ORD200171,CUST112749,Shipped,1/10/24 12:00 AM,2/9/24 12:00 AM,1/23/24 12:00 AM,30
ORD200172,CUST107283,Processing,8/13/23 12:00 AM,8/19/23 12:00 AM,8/23/23 12:00 AM,6
ORD200173,CUST103349,Shipped,6/27/23 12:00 AM,7/17/23 12:00 AM,7/11/23 12:00 AM,20
ORD200174,CUST112098,Processing,5/31/24 12:00 AM,6/17/24 12:00 AM,6/15/24 12:00 AM,17
ORD200175,CUST112657,Processing,1/27/22 12:00 AM,2/17/22 12:00 AM,2/7/22 12:00 AM,21
ORD200176,CUST109414,Processing,1/17/22 12:00 AM,2/6/22 12:00 AM,2/4/22 12:00 AM,20
ORD200177,CUST116787,Delivered,8/18/22 12:00 AM,8/19/22 12:00 AM,8/24/22 12:00 AM,1
ORD200178,CUST105400,Delivered,5/2/24 12:00 AM,5/6/24 12:00 AM,5/20/24 12:00 AM,4
ORD200179,CUST119070,Shipped,7/23/22 12:00 AM,8/9/22 12:00 AM,8/5/22 12:00 AM,17
ORD200180,CUST106887,Cancelled,10/3/22 12:00 AM,,10/17/22 12:00 AM,
ORD200181,CUST103523,Processing,11/11/22 12:00 AM,11/14/22 12:00 AM,11/28/22 12:00 AM,3
ORD200182,CUST105685,Processing,4/27/24 12:00 AM,5/8/24 12:00 AM,5/6/24 12:00 AM,11
ORD200183,CUST115592,Delivered,9/27/23 12:00 AM,10/26/23 12:00 AM,10/13/23 12:00 AM,29
ORD200184,CUST101500,Delivered,9/1/22 12:00 AM,9/27/22 12:00 AM,9/14/22 12:00 AM,26
ORD200185,CUST103575,Processing,9/28/23 12:00 AM,10/7/23 12:00 AM,10/5/23 12:00 AM,9
ORD200186,CUST105810,Cancelled,2/28/24 12:00 AM,,3/13/24 12:00 AM,
ORD200187,CUST119389,Cancelled,1/28/23 12:00 AM,2/17/23 12:00 AM,2/3/23 12:00 AM,20
ORD200188,CUST115663,Delivered,7/29/23 12:00 AM,7/31/23 12:00 AM,8/5/23 12:00 AM,2
ORD200189,CUST117261,Processing,10/6/22 12:00 AM,10/18/22 12:00 AM,10/25/22 12:00 AM,12
ORD200190,CUST118265,Cancelled,2/16/23 12:00 AM,2/22/23 12:00 AM,3/1/23 12:00 AM,6
ORD200191,CUST113615,Cancelled,3/3/23 12:00 AM,3/5/23 12:00 AM,3/22/23 12:00 AM,2
ORD200192,CUST104529,Cancelled,7/6/23 12:00 AM,7/21/23 12:00 AM,7/14/23 12:00 AM,15
ORD200193,CUST117738,Processing,12/25/23 12:00 AM,1/5/24 12:00 AM,1/5/24 12:00 AM,11
ORD200194,CUST110398,Processing,1/21/24 12:00 AM,2/9/24 12:00 AM,2/4/24 12:00 AM,19
ORD200195,CUST102719,Cancelled,7/2/22 12:00 AM,7/19/22 12:00 AM,7/8/22 12:00 AM,17
ORD200196,CUST101291,Delivered,12/7/22 12:00 AM,12/8/22 12:00 AM,12/10/22 12:00 AM,1
ORD200197,CUST119212,Shipped,6/9/22 12:00 AM,7/5/22 12:00 AM,6/19/22 12:00 AM,26
ORD200198,CUST110681,Processing,3/16/22 12:00 AM,3/24/22 12:00 AM,3/22/22 12:00 AM,8
ORD200199,CUST115745,Delivered,3/12/22 12:00 AM,,3/25/22 12:00 AM,
ORD200200,CUST118204,Shipped,6/19/23 12:00 AM,6/26/23 12:00 AM,7/5/23 12:00 AM,7
ORD200201,CUST117033,Cancelled,11/30/23 12:00 AM,12/4/23 12:00 AM,12/12/23 12:00 AM,4
ORD200202,CUST104720,Cancelled,1/31/23 12:00 AM,2/19/23 12:00 AM,2/18/23 12:00 AM,19
ORD200203,CUST113863,Cancelled,5/20/24 12:00 AM,6/12/24 12:00 AM,5/30/24 12:00 AM,23
ORD200204,CUST113542,Shipped,10/15/23 12:00 AM,11/10/23 12:00 AM,10/27/23 12:00 AM,26
ORD200205,CUST105495,Processing,2/4/24 12:00 AM,2/5/24 12:00 AM,2/23/24 12:00 AM,1
ORD200206,CUST117230,Shipped,10/22/22 12:00 AM,10/29/22 12:00 AM,10/27/22 12:00 AM,7
ORD200207,CUST103468,Shipped,4/4/24 12:00 AM,5/1/24 12:00 AM,4/24/24 12:00 AM,27
ORD200208,CUST119876,Shipped,7/14/22 12:00 AM,,7/23/22 12:00 AM,
ORD200209,CUST103034,Delivered,6/18/24 12:00 AM,7/15/24 12:00 AM,6/30/24 12:00 AM,27
ORD200210,CUST117025,Shipped,1/22/23 12:00 AM,,1/27/23 12:00 AM,
ORD200211,CUST118112,Cancelled,3/2/23 12:00 AM,3/11/23 12:00 AM,3/11/23 12:00 AM,9
ORD200212,CUST113239,Delivered,12/20/22 12:00 AM,12/21/22 12:00 AM,1/7/23 12:00 AM,1
ORD200213,CUST111471,Cancelled,11/13/23 12:00 AM,11/28/23 12:00 AM,11/21/23 12:00 AM,15
ORD200214,CUST118416,Processing,4/21/23 12:00 AM,5/2/23 12:00 AM,5/5/23 12:00 AM,11
ORD200215,CUST110663,Shipped,5/11/23 12:00 AM,5/16/23 12:00 AM,5/15/23 12:00 AM,5
ORD200216,CUST112530,Shipped,9/26/23 12:00 AM,9/29/23 12:00 AM,10/13/23 12:00 AM,3
ORD200217,CUST105952,Cancelled,1/18/24 12:00 AM,1/22/24 12:00 AM,2/7/24 12:00 AM,4
ORD200218,CUST114980,Shipped,5/4/22 12:00 AM,5/25/22 12:00 AM,5/9/22 12:00 AM,21
ORD200219,CUST118497,Shipped,7/23/22 12:00 AM,8/7/22 12:00 AM,8/1/22 12:00 AM,15
ORD200220,CUST105653,Shipped,5/7/24 12:00 AM,,5/15/24 12:00 AM,
ORD200221,CUST113498,Shipped,8/14/23 12:00 AM,9/2/23 12:00 AM,8/23/23 12:00 AM,19
ORD200222,CUST119175,Delivered,4/14/22 12:00 AM,5/8/22 12:00 AM,4/27/22 12:00 AM,24
ORD200223,CUST104714,Shipped,10/18/23 12:00 AM,10/28/23 12:00 AM,11/7/23 12:00 AM,10
ORD200224,CUST118926,Shipped,6/20/22 12:00 AM,7/1/22 12:00 AM,6/30/22 12:00 AM,11
ORD200225,CUST113692,Delivered,11/24/22 12:00 AM,12/12/22 12:00 AM,12/5/22 12:00 AM,18
ORD200226,CUST107171,Shipped,5/16/23 12:00 AM,6/9/23 12:00 AM,6/3/23 12:00 AM,24
ORD200227,CUST118711,Processing,4/7/24 12:00 AM,4/20/24 12:00 AM,4/10/24 12:00 AM,13
ORD200228,CUST104895,Delivered,9/25/22 12:00 AM,10/23/22 12:00 AM,10/13/22 12:00 AM,28
ORD200229,CUST100088,Shipped,7/4/22 12:00 AM,8/2/22 12:00 AM,7/21/22 12:00 AM,29
ORD200230,CUST101816,Processing,8/8/23 12:00 AM,8/14/23 12:00 AM,8/16/23 12:00 AM,6
ORD200231,CUST117268,Cancelled,9/10/22 12:00 AM,10/2/22 12:00 AM,9/27/22 12:00 AM,22
ORD200232,CUST104531,Shipped,1/7/24 12:00 AM,1/11/24 12:00 AM,1/20/24 12:00 AM,4
ORD200233,CUST104414,Processing,5/14/22 12:00 AM,,5/20/22 12:00 AM,
ORD200234,CUST117956,Shipped,2/11/23 12:00 AM,3/7/23 12:00 AM,2/15/23 12:00 AM,24
ORD200235,CUST118160,Cancelled,6/27/22 12:00 AM,6/29/22 12:00 AM,7/8/22 12:00 AM,2
ORD200236,CUST116994,Cancelled,9/14/23 12:00 AM,10/10/23 12:00 AM,10/1/23 12:00 AM,26
ORD200237,CUST116853,Processing,12/24/22 12:00 AM,1/15/23 12:00 AM,1/7/23 12:00 AM,22
ORD200238,CUST101994,Delivered,7/9/22 12:00 AM,7/17/22 12:00 AM,7/24/22 12:00 AM,8
ORD200239,CUST107742,Cancelled,7/26/22 12:00 AM,7/27/22 12:00 AM,8/7/22 12:00 AM,1
ORD200240,CUST103587,Cancelled,10/23/23 12:00 AM,10/26/23 12:00 AM,11/5/23 12:00 AM,3
ORD200241,CUST106882,Delivered,3/10/22 12:00 AM,3/22/22 12:00 AM,3/18/22 12:00 AM,12
ORD200242,CUST119230,Processing,1/24/22 12:00 AM,2/18/22 12:00 AM,2/1/22 12:00 AM,25
ORD200243,CUST115662,Processing,11/11/23 12:00 AM,,11/20/23 12:00 AM,
ORD200244,CUST101857,Shipped,11/1/23 12:00 AM,11/29/23 12:00 AM,11/10/23 12:00 AM,28
